FP1,FP2,F3,F4,C3,C4,P3,P4,O1,O2,F7, F8,T3,T4,T5,T6,FZ,CZ,PZ
4.511700e+01,-5.062500e+02,1.072270e+02,5.771500e+01,8.008000e+00,-1.171900e+01,5.937500e+01,1.184570e+02,1.679700e+01,7.187500e+01,5.752000e+01,-2.475590e+02,-6.406300e+01,-1.337900e+01,-1.953100e+01,5.664000e+00,1.161130e+02,2.754880e+02,8.320300e+01
3.320300e+01,-5.257810e+02,8.720700e+01,2.480500e+01,-7.129000e+00,2.344000e+00,3.867200e+01,9.824200e+01,3.223000e+00,5.039100e+01,3.906200e+01,-2.482420e+02,-5.654300e+01,-2.519500e+01,-4.199200e+01,-1.865200e+01,9.843800e+01,2.524410e+02,5.918000e+01
1.279300e+01,-5.551760e+02,6.543000e+01,-9.800000e-02,-2.050800e+01,1.660200e+01,2.128900e+01,7.763700e+01,-4.297000e+00,3.125000e+01,1.933600e+01,-2.655270e+02,-5.244100e+01,-4.384800e+01,-6.611300e+01,-4.209000e+01,8.105500e+01,2.307620e+02,3.886700e+01
3.711000e+00,-5.766600e+02,5.732400e+01,-1.669900e+01,-1.992200e+01,1.699200e+01,2.031300e+01,6.484400e+01,5.860000e-01,2.168000e+01,9.766000e+00,-2.976560e+02,-4.775400e+01,-7.041000e+01,-7.402300e+01,-5.185500e+01,7.529300e+01,2.234370e+02,3.076200e+01
-1.103500e+01,-6.061520e+02,4.658200e+01,-4.873000e+01,-2.197300e+01,1.884800e+01,1.396500e+01,4.433600e+01,-1.855000e+00,3.613000e+00,-4.297000e+00,-3.253910e+02,-3.789100e+01,-9.746100e+01,-8.281200e+01,-6.933600e+01,6.103500e+01,2.095700e+02,1.416000e+01
-1.494100e+01,-6.071290e+02,4.462900e+01,-4.921900e+01,-1.933600e+01,1.464800e+01,1.845700e+01,4.394500e+01,4.395000e+00,4.297000e+00,3.910000e-01,-3.115230e+02,-3.125000e+01,-1.043950e+02,-7.617200e+01,-6.787100e+01,6.084000e+01,2.093750e+02,1.738300e+01
4.492000e+00,-5.758790e+02,6.728500e+01,-1.806600e+01,-2.637000e+00,-5.860000e-01,4.043000e+01,6.660200e+01,2.011700e+01,2.656300e+01,2.207000e+01,-2.888670e+02,-3.505900e+01,-7.861300e+01,-5.127000e+01,-4.609400e+01,8.066400e+01,2.326170e+02,4.248000e+01
2.734400e+01,-5.437500e+02,8.994100e+01,9.570000e+00,1.201200e+01,-1.308600e+01,5.752000e+01,8.681600e+01,2.597700e+01,4.345700e+01,5.205100e+01,-2.785160e+02,-3.418000e+01,-5.839800e+01,-2.724600e+01,-2.675800e+01,9.980500e+01,2.553710e+02,6.152300e+01
3.349600e+01,-5.342770e+02,9.775400e+01,1.611300e+01,1.259800e+01,-1.494100e+01,6.318400e+01,1.030270e+02,2.490200e+01,5.810500e+01,5.664100e+01,-2.605470e+02,-4.316400e+01,-4.345700e+01,-1.308600e+01,-8.398000e+00,1.030270e+02,2.635740e+02,7.148400e+01
4.580100e+01,-5.115230e+02,1.129880e+02,4.248000e+01,1.826200e+01,-2.216800e+01,7.636700e+01,1.217770e+02,3.183600e+01,7.646500e+01,6.650400e+01,-2.356450e+02,-5.419900e+01,-2.080100e+01,9.770000e-01,1.552700e+01,1.146480e+02,2.785160e+02,8.984400e+01
4.746100e+01,-5.106450e+02,1.177730e+02,4.394500e+01,1.630900e+01,-2.197300e+01,7.636700e+01,1.164060e+02,3.212900e+01,7.060500e+01,6.669900e+01,-2.408200e+02,-5.615200e+01,-2.939500e+01,1.758000e+00,4.980000e+00,1.133790e+02,2.759770e+02,8.584000e+01
2.822300e+01,-5.377930e+02,8.984400e+01,1.455100e+01,-7.810000e-01,-3.809000e+00,5.253900e+01,9.140600e+01,1.503900e+01,4.843800e+01,4.716800e+01,-2.678710e+02,-4.921900e+01,-5.136700e+01,-2.509800e+01,-1.806600e+01,9.443400e+01,2.523440e+02,5.908200e+01
8.594000e+00,-5.621090e+02,6.513700e+01,-2.734000e+00,-1.806600e+01,1.611300e+01,2.793000e+01,7.050800e+01,-1.950000e-01,3.183600e+01,1.933600e+01,-2.786130e+02,-4.814500e+01,-6.367200e+01,-5.664100e+01,-3.212900e+01,7.890600e+01,2.306640e+02,3.759800e+01
-9.770000e-01,-5.827150e+02,5.654300e+01,-1.484400e+01,-2.089800e+01,2.050800e+01,2.041000e+01,5.234400e+01,-3.613000e+00,1.757800e+01,6.738000e+00,-3.082030e+02,-4.404300e+01,-9.189500e+01,-6.601600e+01,-4.970700e+01,7.373000e+01,2.211910e+02,2.558600e+01
-7.617000e+00,-6.065430e+02,4.775400e+01,-3.877000e+01,-2.343800e+01,2.197300e+01,1.093700e+01,3.027300e+01,-1.132800e+01,-4.492000e+00,3.711000e+00,-3.479490e+02,-3.808600e+01,-1.257810e+02,-7.988300e+01,-7.998000e+01,6.347700e+01,2.079100e+02,5.176000e+00
-4.004000e+00,-6.013670e+02,5.263700e+01,-3.730500e+01,-1.767600e+01,1.259800e+01,1.543000e+01,3.007800e+01,-4.199000e+00,-1.465000e+00,8.203000e+00,-3.317380e+02,-3.056600e+01,-1.013670e+02,-8.056600e+01,-7.451200e+01,6.669900e+01,2.089840e+02,7.715000e+00
9.668000e+00,-5.765620e+02,7.529300e+01,-1.552700e+01,-9.770000e-01,-3.906000e+00,3.759800e+01,5.390600e+01,1.005900e+01,2.021500e+01,1.904300e+01,-2.987300e+02,-3.574200e+01,-7.490200e+01,-5.488300e+01,-4.980500e+01,8.359400e+01,2.314450e+02,3.330100e+01
